#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Special,Speed,Legendary
96,Drowzee,Psychic,,328,53,52,47,65,46,False
75,Graveler,Rock,Ground,390,62,102,108,42,34,False
128,Tauros,Normal,,490,67,101,95,52,122,False
106,Hitmonlee,Fighting,,455,52,128,50,68,89,False
102,Exeggcute,Grass,Psychic,325,63,38,74,54,41,False
72,Tentacool,Water,Poison,335,40,49,28,76,65,False
151,Mew,Psychic,,600,98,101,91,102,105,False
137,Porygon,Normal,,395,72,59,64,82,35,False
102,Exeggcute,Grass,Psychic,325,62,38,79,54,37,False
43,Oddish,Grass,Poison,320,33,52,61,70,33,False
142,Aerodactyl,Rock,Flying,515,84,104,54,68,136,False
39,Jigglypuff,Normal,,270,110,45,25,34,22,False
49,Venomoth,Bug,Poison,450,67,54,56,89,95,False
6,Charizard,Fire,Flying,534,85,83,74,97,98,False
124,Jynx,Ice,Psychic,455,55,51,33,107,102,False
39,Jigglypuff,Normal,,270,114,42,17,41,15,False
151,Mew,Psychic,,600,103,105,99,99,95,False
69,Bellsprout,Grass,Poison,300,55,76,31,50,38,False
127,Pinsir,Bug,,500,59,131,108,54,94,False
104,Cubone,Ground,,320,60,59,93,42,25,False
99,Kingler,Water,,475,55,140,109,50,70,False
84,Doduo,Normal,Flying,310,30,82,48,40,70,False
66,Machop,Fighting,,305,72,74,48,36,39,False
69,Bellsprout,Grass,Poison,300,59,71,33,51,35,False
135,Jolteon,Electric,,525,74,69,64,98,122,False
101,Electrode,Electric,,480,65,55,66,76,142,False
3,Venusaur,Grass,Poison,525,76,88,77,100,83,False
149,Dragonite,Dragon,Flying,600,85,143,91,97,87,False
107,Hitmonchan,Fighting,,455,47,111,74,70,82,False
47,Parasect,Bug,Grass,405,55,93,84,68,37,False
40,Wigglytuff,Normal,,435,147,65,37,66,54,False
89,Muk,Poison,,500,96,103,77,86,53,False
134,Vaporeon,Water,,525,130,57,63,103,69,False
138,Omanyte,Rock,Water,355,28,42,99,74,37,False
15,Beedrill,Bug,Poison,395,75,83,37,64,73,False
42,Golbat,Poison,Flying,455,76,71,76,68,96,False
96,Drowzee,Psychic,,328,60,50,45,62,48,False
103,Exeggutor,Grass,Psychic,520,83,100,80,98,61,False
30,Nidorina,Poison,,365,71,59,74,50,61,False
143,Snorlax,Normal,,540,159,104,68,86,37,False
29,Nidoran♀,Poison,,275,62,46,57,36,38,False
131,Lapras,Water,Ice,535,132,87,86,90,51,False
59,Arcanine,Fire,,555,98,103,83,90,90,False
12,Butterfree,Bug,Flying,395,57,47,54,79,79,False
8,Wartortle,Water,,405,65,58,83,69,61,False
84,Doduo,Normal,Flying,310,33,88,47,32,77,False
88,Grimer,Poison,,325,72,90,52,46,19,False
39,Jigglypuff,Normal,,270,115,36,16,40,22,False
93,Haunter,Ghost,Poison,405,46,54,49,83,90,False
40,Wigglytuff,Normal,,435,147,63,41,70,45,False
115,Kangaskhan,Normal,,490,107,96,84,60,83,False
94,Gengar,Ghost,Poison,500,62,73,61,98,109,False
7,Squirtle,Water,,314,48,42,75,58,33,False
139,Omastar,Rock,Water,495,65,57,123,94,62,False
104,Cubone,Ground,,320,42,47,92,48,43,False
58,Growlithe,Fire,,350,57,71,45,60,56,False
19,Rattata,Normal,,253,33,62,35,30,63,False
40,Wigglytuff,Normal,,435,147,72,40,66,43,False
141,Kabutops,Rock,Water,495,57,122,112,60,84,False
10,Caterpie,Bug,,195,40,30,33,19,54,False
44,Gloom,Grass,Poison,395,66,69,76,75,34,False
83,Farfetch'd,Normal,Flying,352,58,65,55,58,59,False
57,Primeape,Fighting,,455,60,113,60,68,86,False
93,Haunter,Ghost,Poison,405,34,56,52,84,96,False
23,Ekans,Poison,,288,38,58,38,46,62,False
65,Alakazam,Psychic,,500,64,58,48,108,113,False
44,Gloom,Grass,Poison,395,52,68,66,80,50,False
24,Arbok,Poison,,438,57,84,78,74,71,False
90,Shellder,Water,,305,39,63,89,40,34,False
151,Mew,Psychic,,600,104,104,107,94,98,False
62,Poliwrath,Water,Fighting,510,84,102,89,81,73,False
45,Vileplume,Grass,Poison,490,74,74,86,98,59,False
28,Sandslash,Ground,,450,72,96,115,54,60,False
105,Marowak,Ground,,425,65,73,114,59,55,False
37,Vulpix,Fire,,299,36,50,34,60,60,False
150,Mewtwo,Psychic,,680,99,107,85,126,138,True
38,Ninetales,Fire,,505,81,81,77,89,88,False
124,Jynx,Ice,Psychic,455,58,53,35,102,104,False
116,Horsea,Water,,295,37,37,70,42,68,False
136,Flareon,Fire,,525,57,132,65,100,72,False
122,Mr. Mime,Psychic,,460,40,37,61,113,96,False
128,Tauros,Normal,,490,76,98,91,52,121,False
113,Chansey,Normal,,450,250,10,-1,72,47,False
136,Flareon,Fire,,525,66,129,57,101,71,False
127,Pinsir,Bug,,500,63,122,103,59,94,False
57,Primeape,Fighting,,455,59,110,52,68,99,False
11,Metapod,Bug,,205,48,25,56,27,22,False
71,Victreebel,Grass,Poison,490,89,103,62,86,63,False
24,Arbok,Poison,,438,54,91,63,73,84,False
80,Slowbro,Water,Psychic,490,92,74,109,92,32,False
59,Arcanine,Fire,,555,91,113,83,83,102,False
81,Magnemite,Electric,,325,18,36,71,74,53,False
136,Flareon,Fire,,525,65,133,56,100,72,False
119,Seaking,Water,,450,78,99,64,72,65,False
88,Grimer,Poison,,325,87,76,55,44,19,False
112,Rhydon,Ground,Rock,485,103,135,114,47,39,False
136,Flareon,Fire,,525,61,128,52,108,67,False
115,Kangaskhan,Normal,,490,102,94,84,62,86,False
17,Pidgeotto,Normal,Flying,349,62,61,49,50,76,False
21,Spearow,Normal,Flying,262,42,57,30,30,73,False
47,Parasect,Bug,Grass,405,69,85,77,68,39,False
116,Horsea,Water,,295,20,41,76,47,64,False
128,Tauros,Normal,,490,79,105,102,48,107,False
81,Magnemite,Electric,,325,33,26,79,72,42,False
1,Bulbasaur,Grass,Poison,318,50,42,53,60,52,False
17,Pidgeotto,Normal,Flying,349,64,69,54,48,65,False
78,Rapidash,Fire,,500,76,97,66,80,100,False
136,Flareon,Fire,,525,58,137,65,99,67,False
104,Cubone,Ground,,320,57,46,98,44,32,False
90,Shellder,Water,,305,23,79,96,31,45,False
79,Slowpoke,Water,Psychic,315,90,70,73,32,18,False
63,Abra,Psychic,,310,24,17,22,78,90,False
22,Fearow,Normal,Flying,442,57,91,58,64,109,False
105,Marowak,Ground,,425,59,82,108,68,40,False
85,Dodrio,Normal,Flying,460,50,119,77,60,95,False
138,Omanyte,Rock,Water,355,33,45,95,69,44,False
137,Porygon,Normal,,395,56,64,75,84,31,False
87,Dewgong,Water,Ice,475,92,75,79,79,71,False
23,Ekans,Poison,,288,33,59,50,42,61,False
14,Kakuna,Bug,Poison,205,47,21,49,26,37,False
4,Charmander,Fire,,309,34,47,37,58,74,False
109,Koffing,Poison,,340,41,70,97,52,28,False
53,Persian,Normal,,440,67,73,65,60,115,False
85,Dodrio,Normal,Flying,460,46,116,73,60,106,False
59,Arcanine,Fire,,555,89,105,86,86,103,False
97,Hypno,Psychic,,483,76,72,66,98,73,False
96,Drowzee,Psychic,,328,66,61,38,62,38,False
96,Drowzee,Psychic,,328,51,58,51,68,32,False
82,Magneton,Electric,,465,42,66,100,96,66,False
73,Tentacruel,Water,Poison,515,80,62,64,102,106,False
84,Doduo,Normal,Flying,310,34,79,48,40,69,False
29,Nidoran♀,Poison,,275,49,61,46,34,50,False
128,Tauros,Normal,,490,68,101,92,57,115,False
14,Kakuna,Bug,Poison,205,39,18,43,32,41,False
104,Cubone,Ground,,320,50,45,87,46,47,False
120,Staryu,Water,,340,27,45,63,64,77,False
125,Electabuzz,Electric,,490,61,76,53,92,115,False
112,Rhydon,Ground,Rock,485,109,130,123,42,40,False
51,Dugtrio,Ground,,405,33,81,43,64,120,False
98,Krabby,Water,,325,36,109,101,18,42,False
82,Magneton,Electric,,465,58,51,103,94,65,False
144,Articuno,Ice,Flying,580,92,91,86,110,90,True
144,Articuno,Ice,Flying,580,89,85,105,110,80,True
79,Slowpoke,Water,Psychic,315,85,63,63,43,18,False
61,Poliwhirl,Water,,385,68,54,72,50,91,False
127,Pinsir,Bug,,500,80,120,96,62,80,False
40,Wigglytuff,Normal,,435,134,71,55,68,40,False
148,Dragonair,Dragon,,420,62,81,64,74,66,False
54,Psyduck,Water,,320,60,43,38,66,47,False
58,Growlithe,Fire,,350,53,76,49,58,55,False
100,Voltorb,Electric,,330,33,23,53,62,97,False
2,Ivysaur,Grass,Poison,405,56,69,58,78,66,False
43,Oddish,Grass,Poison,320,37,56,55,75,22,False
44,Gloom,Grass,Poison,395,57,59,82,74,49,False
57,Primeape,Fighting,,455,70,108,66,62,86,False
103,Exeggutor,Grass,Psychic,520,96,90,88,96,55,False
59,Arcanine,Fire,,555,96,115,88,84,88,False
2,Ivysaur,Grass,Poison,405,51,67,62,82,61,False
68,Machamp,Fighting,,505,80,120,84,82,58,False
103,Exeggutor,Grass,Psychic,520,103,94,91,94,45,False
62,Poliwrath,Water,Fighting,510,84,97,98,81,69,False
31,Nidoqueen,Poison,Ground,505,79,95,88,80,82,False
145,Zapdos,Electric,Flying,580,88,88,86,108,102,True
138,Omanyte,Rock,Water,355,26,36,109,72,41,False
77,Ponyta,Fire,,410,48,79,64,66,87,False
72,Tentacool,Water,Poison,335,44,33,44,75,64,False
105,Marowak,Ground,,425,59,85,108,66,41,False
26,Raichu,Electric,,485,65,102,54,80,105,False
141,Kabutops,Rock,Water,495,53,123,109,61,88,False
76,Golem,Rock,Ground,495,76,121,126,60,52,False
59,Arcanine,Fire,,555,97,111,71,91,94,False
120,Staryu,Water,,340,26,52,49,64,84,False
64,Kadabra,Psychic,,400,47,42,29,92,98,False
23,Ekans,Poison,,288,33,66,42,49,49,False
13,Weedle,Bug,Poison,195,49,35,31,15,50,False
39,Jigglypuff,Normal,,270,115,34,18,38,28,False
52,Meowth,Normal,,290,38,49,34,34,100,False
34,Nidoking,Poison,Ground,505,73,107,81,76,91,False
90,Shellder,Water,,305,28,67,104,36,33,False
6,Charizard,Fire,Flying,534,74,92,79,95,99,False
110,Weezing,Poison,,490,72,83,125,78,54,False
94,Gengar,Ghost,Poison,500,54,60,57,106,116,False
119,Seaking,Water,,450,71,91,64,78,67,False
3,Venusaur,Grass,Poison,525,77,78,93,100,77,False
37,Vulpix,Fire,,299,39,32,36,62,68,False
148,Dragonair,Dragon,,420,61,82,72,66,72,False
112,Rhydon,Ground,Rock,485,108,124,124,46,38,False
73,Tentacruel,Water,Poison,515,76,68,56,108,98,False
81,Magnemite,Electric,,325,32,23,79,76,38,False
47,Parasect,Bug,Grass,405,55,96,85,71,27,False
128,Tauros,Normal,,490,76,103,87,60,105,False
71,Victreebel,Grass,Poison,490,77,112,70,82,66,False
102,Exeggcute,Grass,Psychic,325,66,41,76,46,49,False
92,Gastly,Ghost,Poison,310,34,43,31,58,85,False
48,Venonat,Bug,Poison,305,67,49,52,50,38,False
147,Dratini,Dragon,,300,46,58,34,54,53,False
125,Electabuzz,Electric,,490,70,80,62,84,111,False
82,Magneton,Electric,,465,44,52,97,98,77,False
9,Blastoise,Water,,530,74,86,98,98,77,False
20,Raticate,Normal,,413,57,82,59,62,90,False
32,Nidoran♂,Poison,,273,51,60,33,36,56,False
103,Exeggutor,Grass,Psychic,520,90,99,77,95,64,False
8,Wartortle,Water,,405,53,59,89,76,53,False
36,Clefable,Normal,,483,89,77,72,95,55,False
87,Dewgong,Water,Ice,475,92,66,87,78,74,False
151,Mew,Psychic,,600,105,96,103,102,93,False
141,Kabutops,Rock,Water,495,58,114,98,70,86,False
64,Kadabra,Psychic,,400,46,28,24,94,113,False
149,Dragonite,Dragon,Flying,600,92,133,88,99,89,False
58,Growlithe,Fire,,350,58,61,50,61,59,False
101,Electrode,Electric,,480,64,55,68,72,150,False
73,Tentacruel,Water,Poison,515,80,70,60,107,91,False
105,Marowak,Ground,,425,66,86,107,56,53,False
74,Geodude,Rock,Ground,300,45,83,105,26,16,False
95,Onix,Rock,Ground,385,31,38,164,43,66,False
33,Nidorino,Poison,,365,59,77,52,58,62,False
143,Snorlax,Normal,,540,159,112,72,84,28,False
141,Kabutops,Rock,Water,495,59,121,101,68,78,False
53,Persian,Normal,,440,73,66,61,67,106,False
137,Porygon,Normal,,395,56,56,74,85,39,False
86,Seel,Water,,325,65,44,55,58,45,False
49,Venomoth,Bug,Poison,450,67,64,70,82,85,False
105,Marowak,Ground,,425,58,77,112,68,43,False
88,Grimer,Poison,,325,89,72,49,41,33,False
61,Poliwhirl,Water,,385,66,70,61,48,93,False
109,Koffing,Poison,,340,32,56,101,56,39,False
89,Muk,Poison,,500,100,99,73,86,56,False
35,Clefairy,Normal,,323,77,39,40,70,26,False
110,Weezing,Poison,,490,60,95,119,78,61,False
127,Pinsir,Bug,,500,63,124,106,60,86,False
53,Persian,Normal,,440,63,75,60,64,114,False
43,Oddish,Grass,Poison,320,43,52,63,67,28,False
148,Dragonair,Dragon,,420,70,83,61,68,71,False
35,Clefairy,Normal,,323,76,45,51,58,35,False
15,Beedrill,Bug,Poison,395,62,90,44,58,82,False
24,Arbok,Poison,,438,66,75,62,78,80,False
42,Golbat,Poison,Flying,455,80,77,71,66,95,False
30,Nidorina,Poison,,365,68,67,72,54,49,False
17,Pidgeotto,Normal,Flying,349,62,53,51,52,80,False
78,Rapidash,Fire,,500,70,90,72,82,103,False
11,Metapod,Bug,,205,53,21,50,22,37,False
13,Weedle,Bug,Poison,195,35,34,29,26,46,False
132,Ditto,Normal,,288,60,41,39,51,46,False
108,Lickitung,Normal,,385,88,66,78,64,26,False
53,Persian,Normal,,440,58,75,58,68,114,False
66,Machop,Fighting,,305,75,74,44,42,28,False
1,Bulbasaur,Grass,Poison,318,35,54,56,66,42,False
79,Slowpoke,Water,Psychic,315,79,73,73,42,5,False
23,Ekans,Poison,,288,39,53,38,54,51,False
121,Starmie,Water,Psychic,520,63,69,92,94,107,False
13,Weedle,Bug,Poison,195,42,33,31,22,45,False
64,Kadabra,Psychic,,400,35,32,22,101,109,False
91,Cloyster,Water,Ice,525,43,102,175,66,74,False
41,Zubat,Poison,Flying,245,41,49,43,32,47,False
10,Caterpie,Bug,,195,51,31,28,22,42,False
120,Staryu,Water,,340,30,37,68,63,79,False
81,Magnemite,Electric,,325,19,37,78,74,42,False
67,Machoke,Fighting,,405,81,108,67,56,37,False
10,Caterpie,Bug,,195,47,30,35,21,41,False
29,Nidoran♀,Poison,,275,55,40,53,42,42,False
9,Blastoise,Water,,530,70,89,104,99,69,False
143,Snorlax,Normal,,540,154,105,66,94,27,False
18,Pidgeot,Normal,Flying,479,79,81,69,70,110,False
130,Gyarados,Water,Flying,540,96,128,82,78,79,False
96,Drowzee,Psychic,,328,57,51,44,62,51,False
35,Clefairy,Normal,,323,70,47,48,64,30,False
96,Drowzee,Psychic,,328,65,39,49,66,43,False
88,Grimer,Poison,,325,87,69,48,48,26,False
95,Onix,Rock,Ground,385,39,43,151,44,63,False
142,Aerodactyl,Rock,Flying,515,86,115,58,64,129,False
53,Persian,Normal,,440,75,62,62,63,115,False
83,Farfetch'd,Normal,Flying,352,44,60,54,64,67,False
112,Rhydon,Ground,Rock,485,109,133,119,42,41,False
9,Blastoise,Water,,530,81,78,102,94,80,False
16,Pidgey,Normal,Flying,251,38,48,42,31,61,False
22,Fearow,Normal,Flying,442,56,91,72,60,104,False
54,Psyduck,Water,,320,52,49,41,63,52,False
31,Nidoqueen,Poison,Ground,505,92,85,90,81,76,False
12,Butterfree,Bug,Flying,395,65,48,43,78,82,False
116,Horsea,Water,,295,39,39,57,48,63,False
39,Jigglypuff,Normal,,270,113,36,23,38,22,False
51,Dugtrio,Ground,,405,36,90,44,56,122,False
66,Machop,Fighting,,305,78,84,46,36,25,False
148,Dragonair,Dragon,,420,61,84,60,73,69,False
1,Bulbasaur,Grass,Poison,318,48,58,48,54,57,False
102,Exeggcute,Grass,Psychic,325,70,36,73,55,36,False
31,Nidoqueen,Poison,Ground,505,95,84,92,79,76,False
65,Alakazam,Psychic,,500,64,50,37,114,120,False
134,Vaporeon,Water,,525,138,68,56,104,56,False
44,Gloom,Grass,Poison,395,62,62,77,76,42,False
108,Lickitung,Normal,,385,94,60,81,66,17,False
70,Weepinbell,Grass,Poison,390,69,90,57,66,42,False
88,Grimer,Poison,,325,78,74,46,50,27,False
71,Victreebel,Grass,Poison,490,80,97,63,90,70,False
124,Jynx,Ice,Psychic,455,68,52,36,108,83,False
44,Gloom,Grass,Poison,395,70,59,73,80,33,False
7,Squirtle,Water,,314,51,38,66,58,42,False
44,Gloom,Grass,Poison,395,52,69,73,76,49,False
106,Hitmonlee,Fighting,,455,53,123,54,70,85,False
54,Psyduck,Water,,320,57,61,41,58,46,False
97,Hypno,Psychic,,483,85,77,70,92,66,False
94,Gengar,Ghost,Poison,500,54,70,67,106,98,False
51,Dugtrio,Ground,,405,38,88,51,58,113,False
137,Porygon,Normal,,395,60,66,77,79,34,False
7,Squirtle,Water,,314,42,51,67,58,37,False
25,Pikachu,Electric,,320,27,58,41,56,82,False
92,Gastly,Ghost,Poison,310,37,32,31,66,77,False
53,Persian,Normal,,440,67,63,59,66,119,False
54,Psyduck,Water,,320,49,59,44,57,54,False
122,Mr. Mime,Psychic,,460,36,48,67,110,88,False
114,Tangela,Grass,,435,75,51,105,67,70,False
25,Pikachu,Electric,,320,42,48,45,54,77,False
69,Bellsprout,Grass,Poison,300,46,85,25,50,44,False
67,Machoke,Fighting,,405,81,90,67,63,41,False
16,Pidgey,Normal,Flying,251,40,44,37,34,62,False
44,Gloom,Grass,Poison,395,65,71,70,72,46,False
41,Zubat,Poison,Flying,245,47,45,43,30,50,False
139,Omastar,Rock,Water,495,69,58,119,92,66,False
112,Rhydon,Ground,Rock,485,107,142,116,44,32,False
24,Arbok,Poison,,438,64,81,77,70,77,False
101,Electrode,Electric,,480,59,42,68,82,146,False
31,Nidoqueen,Poison,Ground,505,81,99,88,75,87,False
36,Clefable,Normal,,483,97,70,78,92,55,False
70,Weepinbell,Grass,Poison,390,58,99,46,69,49,False
104,Cubone,Ground,,320,45,58,91,48,30,False
29,Nidoran♀,Poison,,275,52,43,51,44,41,False
114,Tangela,Grass,,435,56,63,114,74,55,False
126,Magmar,Fire,,495,58,95,55,99,89,False
26,Raichu,Electric,,485,68,85,59,88,97,False
13,Weedle,Bug,Poison,195,42,23,32,21,56,False
83,Farfetch'd,Normal,Flying,352,55,61,54,63,56,False
15,Beedrill,Bug,Poison,395,66,88,32,63,83,False
150,Mewtwo,Psychic,,680,101,105,87,128,130,True
50,Diglett,Ground,,265,13,62,31,32,95,False
136,Flareon,Fire,,525,61,135,66,102,60,False
83,Farfetch'd,Normal,Flying,352,51,68,61,55,62,False
109,Koffing,Poison,,340,50,70,87,46,41,False
138,Omanyte,Rock,Water,355,26,45,94,72,45,False
30,Nidorina,Poison,,365,66,60,64,56,62,False
46,Paras,Bug,Grass,285,40,62,57,50,26,False
100,Voltorb,Electric,,330,49,23,49,58,93,False
100,Voltorb,Electric,,330,39,34,47,53,104,False
132,Ditto,Normal,,288,40,55,46,50,47,False
72,Tentacool,Water,Poison,335,33,45,38,72,76,False
133,Eevee,Normal,,325,64,56,50,51,53,False
141,Kabutops,Rock,Water,495,65,120,94,70,77,False
90,Shellder,Water,,305,36,63,98,32,43,False
73,Tentacruel,Water,Poison,515,80,75,60,100,99,False
145,Zapdos,Electric,Flying,580,83,98,88,107,97,True
129,Magikarp,Water,,200,11,19,56,19,76,False
50,Diglett,Ground,,265,18,63,20,34,96,False
18,Pidgeot,Normal,Flying,479,77,89,67,72,103,False
72,Tentacool,Water,Poison,335,50,30,31,78,69,False
56,Mankey,Fighting,,305,44,84,31,36,73,False
111,Rhyhorn,Ground,Rock,345,75,87,96,31,25,False
150,Mewtwo,Psychic,,680,112,112,85,120,132,True
141,Kabutops,Rock,Water,495,51,120,114,66,79,False
69,Bellsprout,Grass,Poison,300,51,71,30,49,50,False
80,Slowbro,Water,Psychic,490,103,73,106,90,29,False
50,Diglett,Ground,,265,9,64,14,44,91,False
28,Sandslash,Ground,,450,74,114,106,46,65,False
93,Haunter,Ghost,Poison,405,52,55,52,76,93,False
137,Porygon,Normal,,395,62,63,67,80,44,False
13,Weedle,Bug,Poison,195,43,39,19,20,53,False
8,Wartortle,Water,,405,62,66,80,72,54,False
74,Geodude,Rock,Ground,300,37,84,88,32,27,False
62,Poliwrath,Water,Fighting,510,97,91,99,78,67,False
129,Magikarp,Water,,200,19,16,57,14,81,False
121,Starmie,Water,Psychic,520,63,70,79,94,121,False
143,Snorlax,Normal,,540,157,106,65,90,32,False
120,Staryu,Water,,340,26,53,51,60,91,False
107,Hitmonchan,Fighting,,455,46,103,72,77,80,False
104,Cubone,Ground,,320,48,52,92,44,40,False
5,Charmeleon,Fire,,405,50,61,58,78,81,False
141,Kabutops,Rock,Water,495,69,116,100,66,77,False
5,Charmeleon,Fire,,405,59,59,58,70,88,False
108,Lickitung,Normal,,385,87,47,69,70,43,False
151,Mew,Psychic,,600,107,97,103,96,102,False
114,Tangela,Grass,,435,65,50,118,72,57,False
103,Exeggutor,Grass,Psychic,520,99,96,78,90,66,False
105,Marowak,Ground,,425,65,84,103,63,47,False
103,Exeggutor,Grass,Psychic,520,95,100,77,100,48,False
121,Starmie,Water,Psychic,520,68,82,82,90,109,False
120,Staryu,Water,,340,22,43,51,64,95,False
138,Omanyte,Rock,Water,355,38,29,94,78,39,False
47,Parasect,Bug,Grass,405,61,95,72,68,40,False
70,Weepinbell,Grass,Poison,390,72,96,46,58,60,False
130,Gyarados,Water,Flying,540,90,134,88,78,71,False
19,Rattata,Normal,,253,39,52,42,26,67,False
110,Weezing,Poison,,490,60,88,121,77,67,False
114,Tangela,Grass,,435,66,60,118,68,54,False
81,Magnemite,Electric,,325,37,27,69,70,51,False
126,Magmar,Fire,,495,61,99,54,92,97,False
106,Hitmonlee,Fighting,,455,47,122,51,76,83,False
16,Pidgey,Normal,Flying,251,42,59,38,31,50,False
32,Nidoran♂,Poison,,273,53,52,44,42,41,False
100,Voltorb,Electric,,330,39,32,48,56,99,False
4,Charmander,Fire,,309,50,44,53,53,56,False
61,Poliwhirl,Water,,385,65,62,66,47,98,False
123,Scyther,Bug,Flying,500,67,110,77,68,111,False
110,Weezing,Poison,,490,72,91,118,75,59,False
94,Gengar,Ghost,Poison,500,56,72,52,107,106,False
147,Dratini,Dragon,,300,46,72,39,50,42,False
2,Ivysaur,Grass,Poison,405,57,58,68,82,57,False
105,Marowak,Ground,,425,64,85,110,63,40,False
107,Hitmonchan,Fighting,,455,46,99,89,76,70,False
29,Nidoran♀,Poison,,275,60,40,51,42,40,False
64,Kadabra,Psychic,,400,48,32,22,94,110,False
85,Dodrio,Normal,Flying,460,58,104,76,59,104,False
105,Marowak,Ground,,425,68,70,112,66,43,False
73,Tentacruel,Water,Poison,515,83,66,62,98,108,False
30,Nidorina,Poison,,365,66,58,65,58,61,False
79,Slowpoke,Water,Psychic,315,93,69,70,36,12,False
94,Gengar,Ghost,Poison,500,56,68,57,110,100,False
108,Lickitung,Normal,,385,84,50,79,70,31,False
25,Pikachu,Electric,,320,30,51,43,50,95,False
6,Charizard,Fire,Flying,534,81,89,79,95,95,False
31,Nidoqueen,Poison,Ground,505,89,98,81,80,76,False
111,Rhyhorn,Ground,Rock,345,90,85,93,28,21,False
137,Porygon,Normal,,395,59,52,70,86,43,False
102,Exeggcute,Grass,Psychic,325,70,31,85,52,36,False
75,Graveler,Rock,Ground,390,49,94,114,48,38,False
24,Arbok,Poison,,438,68,84,72,66,83,False
79,Slowpoke,Water,Psychic,315,98,62,72,38,6,False
113,Chansey,Normal,,450,255,4,0,73,45,False
122,Mr. Mime,Psychic,,460,41,44,67,106,97,False
63,Abra,Psychic,,310,17,10,18,84,96,False
96,Drowzee,Psychic,,328,69,40,41,68,41,False
112,Rhydon,Ground,Rock,485,106,129,121,48,34,False
108,Lickitung,Normal,,385,84,53,84,68,28,False
125,Electabuzz,Electric,,490,64,86,49,89,113,False
94,Gengar,Ghost,Poison,500,59,59,70,105,102,False
60,Poliwag,Water,,300,42,52,43,37,89,False
60,Poliwag,Water,,300,42,48,40,38,93,False
21,Spearow,Normal,Flying,262,35,67,30,31,68,False
31,Nidoqueen,Poison,Ground,505,80,95,77,88,78,False
135,Jolteon,Electric,,525,69,70,52,104,125,False
97,Hypno,Psychic,,483,81,74,63,96,73,False
24,Arbok,Poison,,438,59,87,67,72,80,False
60,Poliwag,Water,,300,37,42,46,44,87,False
64,Kadabra,Psychic,,400,38,34,38,90,111,False
142,Aerodactyl,Rock,Flying,515,88,109,68,61,128,False
142,Aerodactyl,Rock,Flying,515,85,114,59,67,123,False
40,Wigglytuff,Normal,,435,141,79,51,62,39,False
58,Growlithe,Fire,,350,52,66,42,66,59,False
123,Scyther,Bug,Flying,500,65,119,72,68,109,False
147,Dratini,Dragon,,300,43,61,51,48,49,False
148,Dragonair,Dragon,,420,68,77,66,72,64,False
122,Mr. Mime,Psychic,,460,44,54,60,108,87,False
30,Nidorina,Poison,,365,76,60,77,50,53,False
135,Jolteon,Electric,,525,59,72,50,102,141,False
32,Nidoran♂,Poison,,273,44,60,46,38,48,False
89,Muk,Poison,,500,99,99,85,82,54,False
147,Dratini,Dragon,,300,40,68,53,46,47,False
20,Raticate,Normal,,413,61,78,59,62,90,False
4,Charmander,Fire,,309,42,54,46,54,59,False
60,Poliwag,Water,,300,38,48,43,37,97,False
127,Pinsir,Bug,,500,60,120,98,70,83,False
40,Wigglytuff,Normal,,435,142,70,49,62,51,False
141,Kabutops,Rock,Water,495,63,113,97,72,77,False
33,Nidorino,Poison,,365,54,73,57,56,70,False
13,Weedle,Bug,Poison,195,47,42,25,19,43,False
94,Gengar,Ghost,Poison,500,57,67,56,106,107,False
93,Haunter,Ghost,Poison,405,43,50,35,90,97,False
42,Golbat,Poison,Flying,455,75,90,69,70,80,False
36,Clefable,Normal,,483,104,62,75,96,49,False
40,Wigglytuff,Normal,,435,132,82,47,64,47,False
7,Squirtle,Water,,314,39,46,61,62,43,False
6,Charizard,Fire,Flying,534,78,76,75,100,106,False
70,Weepinbell,Grass,Poison,390,65,87,45,64,65,False
60,Poliwag,Water,,300,32,47,50,40,92,False
50,Diglett,Ground,,265,11,51,20,42,99,False
127,Pinsir,Bug,,500,59,136,98,64,80,False
59,Arcanine,Fire,,555,94,109,83,89,91,False
13,Weedle,Bug,Poison,195,49,42,28,12,51,False
82,Magneton,Electric,,465,52,54,97,98,67,False
146,Moltres,Fire,Flying,580,83,95,96,103,100,True
93,Haunter,Ghost,Poison,405,46,43,38,90,97,False
85,Dodrio,Normal,Flying,460,57,114,80,52,104,False
12,Butterfree,Bug,Flying,395,68,41,55,84,64,False
36,Clefable,Normal,,483,95,74,74,90,61,False
55,Golduck,Water,,500,79,84,76,88,86,False
119,Seaking,Water,,450,81,87,62,76,69,False
101,Electrode,Electric,,480,67,43,69,80,140,False
98,Krabby,Water,,325,38,109,96,21,40,False
145,Zapdos,Electric,Flying,580,91,95,91,104,95,True
68,Machamp,Fighting,,505,83,134,80,74,59,False
33,Nidorino,Poison,,365,60,77,49,56,67,False
34,Nidoking,Poison,Ground,505,85,104,79,78,82,False
89,Muk,Poison,,500,109,103,78,82,46,False
132,Ditto,Normal,,288,51,41,52,46,51,False
111,Rhyhorn,Ground,Rock,345,88,81,102,28,17,False
79,Slowpoke,Water,Psychic,315,102,67,58,38,11,False
100,Voltorb,Electric,,330,34,25,57,58,98,False
143,Snorlax,Normal,,540,154,117,66,84,36,False
44,Gloom,Grass,Poison,395,63,64,66,82,38,False
64,Kadabra,Psychic,,400,45,26,27,100,101,False
