,#,Name,Type 1,Type 2,Total,HP,Attack,Defense,Sp. Atk,Sp. Def,Speed,Generation,Legendary
2511,99,Kingler,Water,None,475,59,138,104,54,42,78,1,False
2512,135,Jolteon,Electric,None,525,72,68,54,117,89,125,1,False
2513,3,VenusaurMega Venusaur,Grass,Poison,625,76,96,116,133,131,73,1,False
2514,100,Voltorb,Electric,None,330,31,35,55,48,54,107,1,False
2515,8,Wartortle,Water,None,405,53,70,80,76,75,51,1,False
2516,67,Machoke,Fighting,None,405,84,102,70,46,66,37,1,False
2517,97,Hypno,Psychic,None,483,75,77,72,68,123,68,1,False
2518,3,Venusaur,Grass,Poison,525,82,87,82,95,96,83,1,False
2519,86,Seel,Water,None,325,60,39,54,48,77,47,1,False
2520,122,Mr. Mime,Psychic,Fairy,460,40,44,61,96,128,91,1,False
2521,103,Exeggutor,Grass,Psychic,520,93,83,90,131,64,59,1,False
2522,6,CharizardMega Charizard Y,Fire,Flying,634,89,99,73,159,117,97,1,False
2523,34,Nidoking,Poison,Ground,505,85,99,78,97,67,79,1,False
2524,101,Electrode,Electric,None,480,70,50,64,82,78,136,1,False
2525,98,Krabby,Water,None,325,22,117,89,18,32,47,1,False
2526,32,Nidoran♂,Poison,None,273,45,59,48,40,30,51,1,False
2527,22,Fearow,Normal,Flying,442,61,97,57,68,61,98,1,False
2528,45,Vileplume,Grass,Poison,490,73,74,81,113,90,59,1,False
2529,117,Seadra,Water,None,440,55,60,95,101,47,82,1,False
2530,6,Charizard,Fire,Flying,534,88,80,75,103,91,97,1,False
2531,9,Blastoise,Water,None,530,87,72,108,81,115,67,1,False
2532,61,Poliwhirl,Water,None,385,70,57,67,52,43,96,1,False
2533,93,Haunter,Ghost,Poison,405,42,48,46,114,57,98,1,False
2534,18,PidgeotMega Pidgeot,Normal,Flying,579,81,75,81,144,74,124,1,False
2535,115,Kangaskhan,Normal,None,490,109,101,88,35,73,84,1,False
2536,62,Poliwrath,Water,Fighting,510,94,94,97,79,82,64,1,False
2537,99,Kingler,Water,None,475,49,129,111,57,60,69,1,False
2538,61,Poliwhirl,Water,None,385,62,57,61,55,50,100,1,False
2539,149,Dragonite,Dragon,Flying,600,85,142,89,107,98,79,1,False
2540,99,Kingler,Water,None,475,55,130,117,51,51,71,1,False
2541,17,Pidgeotto,Normal,Flying,349,59,53,67,55,50,65,1,False
2542,98,Krabby,Water,None,325,26,99,97,34,17,52,1,False
2543,23,Ekans,Poison,None,288,27,58,43,45,55,60,1,False
2544,123,Scyther,Bug,Flying,500,69,114,72,59,82,104,1,False
2545,140,Kabuto,Rock,Water,355,47,81,87,50,43,47,1,False
2546,114,Tangela,Grass,None,435,76,53,119,97,31,59,1,False
2547,85,Dodrio,Normal,Flying,460,69,107,64,63,50,107,1,False
2548,33,Nidorino,Poison,None,365,55,79,63,48,51,69,1,False
2549,15,Beedrill,Bug,Poison,395,63,84,50,47,85,66,1,False
2550,9,BlastoiseMega Blastoise,Water,None,630,84,111,115,135,102,83,1,False
2551,133,Eevee,Normal,None,325,43,62,55,51,64,50,1,False
2552,92,Gastly,Ghost,Poison,310,28,32,31,106,36,77,1,False
2553,10,Caterpie,Bug,None,195,38,35,35,14,27,46,1,False
2554,33,Nidorino,Poison,None,365,63,76,61,60,48,57,1,False
2555,100,Voltorb,Electric,None,330,46,29,53,47,57,98,1,False
2556,17,Pidgeotto,Normal,Flying,349,60,57,65,44,59,64,1,False
2557,28,Sandslash,Ground,None,450,84,94,106,39,65,62,1,False
2558,9,Blastoise,Water,None,530,80,76,110,86,104,74,1,False
2559,102,Exeggcute,Grass,Psychic,325,66,33,86,70,37,33,1,False
2560,72,Tentacool,Water,Poison,335,48,36,32,41,106,72,1,False
2561,99,Kingler,Water,None,475,55,122,109,51,58,80,1,False
2562,96,Drowzee,Psychic,None,328,54,58,42,45,90,39,1,False
2563,133,Eevee,Normal,None,325,56,66,47,39,65,52,1,False
2564,131,Lapras,Water,Ice,535,125,90,78,82,93,67,1,False
2565,140,Kabuto,Rock,Water,355,34,90,80,47,43,61,1,False
2566,18,PidgeotMega Pidgeot,Normal,Flying,579,83,82,84,131,79,120,1,False
2567,67,Machoke,Fighting,None,405,89,96,63,48,66,43,1,False
2568,30,Nidorina,Poison,None,365,68,59,74,47,60,57,1,False
2569,123,Scyther,Bug,Flying,500,62,107,81,60,80,110,1,False
2570,133,Eevee,Normal,None,325,62,54,44,52,57,56,1,False
2571,94,Gengar,Ghost,Poison,500,74,67,54,129,71,105,1,False
2572,88,Grimer,Poison,None,325,83,79,42,49,43,29,1,False
2573,128,Tauros,Normal,None,490,66,103,101,44,71,105,1,False
2574,53,Persian,Normal,None,440,66,62,54,72,72,114,1,False
2575,4,Charmander,Fire,None,309,43,47,43,61,53,62,1,False
2576,124,Jynx,Ice,Psychic,455,73,45,31,109,97,100,1,False
2577,67,Machoke,Fighting,None,405,72,107,68,51,66,41,1,False
2578,87,Dewgong,Water,Ice,475,84,74,79,65,98,75,1,False
2579,77,Ponyta,Fire,None,410,42,96,51,68,61,92,1,False
2580,93,Haunter,Ghost,Poison,405,39,58,41,118,56,93,1,False
2581,18,Pidgeot,Normal,Flying,479,77,86,69,71,64,112,1,False
2582,20,Raticate,Normal,None,413,66,71,53,51,74,98,1,False
2583,16,Pidgey,Normal,Flying,251,34,54,37,30,33,63,1,False
2584,15,Beedrill,Bug,Poison,395,67,96,33,52,73,74,1,False
2585,125,Electabuzz,Electric,None,490,60,84,57,89,91,109,1,False
2586,99,Kingler,Water,None,475,60,139,106,46,44,80,1,False
2587,75,Graveler,Rock,Ground,390,51,93,118,48,42,38,1,False
2588,146,Moltres,Fire,Flying,580,90,102,93,133,81,81,1,True
2589,29,Nidoran♀,Poison,None,275,59,39,56,43,45,33,1,False
2590,57,Primeape,Fighting,None,455,75,99,60,50,70,101,1,False
2591,3,Venusaur,Grass,Poison,525,83,83,81,103,105,70,1,False
2592,37,Vulpix,Fire,None,299,30,51,34,48,68,68,1,False
2593,141,Kabutops,Rock,Water,495,57,117,113,57,71,80,1,False
2594,127,PinsirMega Pinsir,Bug,Flying,600,58,154,120,76,94,98,1,False
2595,58,Growlithe,Fire,None,350,65,65,37,70,48,65,1,False
2596,9,BlastoiseMega Blastoise,Water,None,630,74,101,118,132,123,82,1,False
2597,101,Electrode,Electric,None,480,61,46,73,74,76,150,1,False
2598,15,BeedrillMega Beedrill,Bug,Poison,495,69,150,40,10,77,149,1,False
2599,84,Doduo,Normal,Flying,310,38,77,59,30,41,65,1,False
2600,134,Vaporeon,Water,None,525,123,67,56,113,102,64,1,False
2601,146,Moltres,Fire,Flying,580,84,99,87,121,94,95,1,True
2602,132,Ditto,Normal,None,288,52,57,35,44,48,52,1,False
2603,137,Porygon,Normal,None,395,60,65,64,82,83,41,1,False
2604,1,Bulbasaur,Grass,Poison,318,37,47,58,68,57,51,1,False
2605,115,Kangaskhan,Normal,None,490,104,90,78,42,85,91,1,False
2606,90,Shellder,Water,None,305,36,72,103,31,14,49,1,False
2607,84,Doduo,Normal,Flying,310,34,85,48,41,29,73,1,False
2608,30,Nidorina,Poison,None,365,70,68,60,49,58,60,1,False
2609,9,Blastoise,Water,None,530,71,93,108,72,105,81,1,False
2610,74,Geodude,Rock,Ground,300,44,73,97,39,32,15,1,False
2611,15,Beedrill,Bug,Poison,395,71,90,38,48,77,71,1,False
2612,73,Tentacruel,Water,Poison,515,81,75,58,82,125,94,1,False
2613,41,Zubat,Poison,Flying,245,41,53,26,21,44,60,1,False
2614,116,Horsea,Water,None,295,33,42,63,62,31,64,1,False
2615,94,GengarMega Gengar,Ghost,Poison,600,51,72,79,172,94,132,1,False
2616,123,Scyther,Bug,Flying,500,70,119,76,55,79,101,1,False
2617,56,Mankey,Fighting,None,305,41,73,42,24,53,72,1,False
2618,118,Goldeen,Water,None,320,48,72,49,39,43,69,1,False
2619,90,Shellder,Water,None,305,25,64,102,38,30,46,1,False
2620,31,Nidoqueen,Poison,Ground,505,87,100,94,67,82,75,1,False
2621,3,VenusaurMega Venusaur,Grass,Poison,625,83,107,121,123,113,78,1,False
2622,38,Ninetales,Fire,None,505,64,78,82,80,97,104,1,False
2623,21,Spearow,Normal,Flying,262,40,63,25,27,31,76,1,False
2624,128,Tauros,Normal,None,490,77,96,94,48,64,111,1,False
2625,63,Abra,Psychic,None,310,37,11,22,101,46,93,1,False
2626,52,Meowth,Normal,None,290,45,49,32,34,41,89,1,False
2627,46,Paras,Bug,Grass,285,27,65,55,47,53,38,1,False
2628,15,BeedrillMega Beedrill,Bug,Poison,495,58,156,48,21,77,135,1,False
2629,28,Sandslash,Ground,None,450,74,107,106,40,46,77,1,False
2630,14,Kakuna,Bug,Poison,205,36,18,56,31,24,40,1,False
2631,43,Oddish,Grass,Poison,320,50,40,47,70,75,38,1,False
2632,62,Poliwrath,Water,Fighting,510,90,97,95,72,84,72,1,False
2633,46,Paras,Bug,Grass,285,33,75,58,43,54,22,1,False
2634,18,Pidgeot,Normal,Flying,479,88,76,80,71,71,93,1,False
2635,64,Kadabra,Psychic,None,400,41,30,24,127,73,105,1,False
2636,133,Eevee,Normal,None,325,45,55,49,50,72,54,1,False
2637,71,Victreebel,Grass,Poison,490,78,97,67,99,72,77,1,False
2638,57,Primeape,Fighting,None,455,56,102,58,69,71,99,1,False
2639,96,Drowzee,Psychic,None,328,57,42,44,52,86,47,1,False
2640,71,Victreebel,Grass,Poison,490,72,106,60,97,86,69,1,False
2641,140,Kabuto,Rock,Water,355,24,87,86,63,39,56,1,False
2642,57,Primeape,Fighting,None,455,54,101,62,65,68,105,1,False
2643,78,Rapidash,Fire,None,500,71,90,75,83,74,107,1,False
2644,57,Primeape,Fighting,None,455,69,110,63,61,70,82,1,False
2645,142,Aerodactyl,Rock,Flying,515,81,95,71,56,81,131,1,False
2646,3,Venusaur,Grass,Poison,525,80,84,78,104,97,82,1,False
2647,53,Persian,Normal,None,440,64,65,53,68,70,120,1,False
2648,35,Clefairy,Fairy,None,323,77,38,44,60,65,39,1,False
2649,85,Dodrio,Normal,Flying,460,54,116,61,61,60,108,1,False
2650,103,Exeggutor,Grass,Psychic,520,94,97,81,128,59,61,1,False
2651,134,Vaporeon,Water,None,525,136,71,60,112,96,50,1,False
2652,97,Hypno,Psychic,None,483,76,81,70,79,105,72,1,False
2653,6,CharizardMega Charizard Y,Fire,Flying,634,79,102,71,161,125,96,1,False
2654,52,Meowth,Normal,None,290,40,45,45,37,28,95,1,False
2655,41,Zubat,Poison,Flying,245,35,45,36,33,37,59,1,False
2656,41,Zubat,Poison,Flying,245,36,49,45,31,33,51,1,False
2657,36,Clefable,Fairy,None,483,95,77,68,89,84,70,1,False
2658,70,Weepinbell,Grass,Poison,390,75,84,56,86,39,50,1,False
2659,55,Golduck,Water,None,500,76,82,76,102,82,82,1,False
2660,20,Raticate,Normal,None,413,45,77,60,54,73,104,1,False
2661,150,Mewtwo,Psychic,None,680,98,115,86,154,103,124,1,True
2662,111,Rhyhorn,Ground,Rock,345,85,74,93,29,38,26,1,False
2663,92,Gastly,Ghost,Poison,310,25,31,43,95,33,83,1,False
2664,113,Chansey,Normal,None,450,247,6,11,39,98,49,1,False
2665,90,Shellder,Water,None,305,30,71,105,43,22,34,1,False
2666,64,Kadabra,Psychic,None,400,34,37,32,114,72,111,1,False
2667,39,Jigglypuff,Normal,Fairy,270,125,36,30,36,29,14,1,False
2668,36,Clefable,Fairy,None,483,100,77,68,103,81,54,1,False
2669,149,Dragonite,Dragon,Flying,600,95,131,103,106,94,71,1,False
2670,117,Seadra,Water,None,440,63,72,96,94,38,77,1,False
2671,78,Rapidash,Fire,None,500,62,101,64,75,88,110,1,False
2672,131,Lapras,Water,Ice,535,128,85,78,89,99,56,1,False
2673,130,Gyarados,Water,Flying,540,92,115,76,66,105,86,1,False
2674,128,Tauros,Normal,None,490,72,112,97,36,64,109,1,False
2675,27,Sandshrew,Ground,None,300,52,77,85,18,30,38,1,False
2676,6,CharizardMega Charizard X,Fire,Dragon,634,82,134,110,128,91,89,1,False
2677,2,Ivysaur,Grass,Poison,405,65,56,63,83,82,56,1,False
2678,146,Moltres,Fire,Flying,580,98,96,88,119,84,95,1,True
2679,30,Nidorina,Poison,None,365,65,69,71,48,50,62,1,False
2680,4,Charmander,Fire,None,309,36,61,39,66,49,58,1,False
2681,150,MewtwoMega Mewtwo Y,Psychic,None,780,111,148,78,192,112,139,1,True
2682,55,Golduck,Water,None,500,84,87,79,95,75,80,1,False
2683,127,PinsirMega Pinsir,Bug,Flying,600,58,156,126,60,96,104,1,False
2684,131,Lapras,Water,Ice,535,129,81,79,88,92,66,1,False
2685,84,Doduo,Normal,Flying,310,28,82,43,33,46,78,1,False
2686,52,Meowth,Normal,None,290,28,32,43,47,45,95,1,False
2687,61,Poliwhirl,Water,None,385,62,62,68,54,48,91,1,False
2688,8,Wartortle,Water,None,405,61,61,87,68,76,52,1,False
2689,20,Raticate,Normal,None,413,50,86,54,56,69,98,1,False
2690,78,Rapidash,Fire,None,500,58,100,62,86,82,112,1,False
2691,19,Rattata,Normal,None,253,40,52,31,17,36,77,1,False
2692,127,Pinsir,Bug,None,500,65,118,91,64,77,85,1,False
2693,85,Dodrio,Normal,Flying,460,63,98,70,66,54,109,1,False
2694,64,Kadabra,Psychic,None,400,34,29,27,122,80,108,1,False
2695,69,Bellsprout,Grass,Poison,300,41,73,35,77,35,39,1,False
2696,111,Rhyhorn,Ground,Rock,345,79,84,90,34,35,23,1,False
2697,139,Omastar,Rock,Water,495,69,62,120,118,72,54,1,False
2698,95,Onix,Rock,Ground,385,38,41,158,23,46,79,1,False
2699,71,Victreebel,Grass,Poison,490,82,115,63,95,71,64,1,False
2700,55,Golduck,Water,None,500,84,70,86,90,78,92,1,False
2701,125,Electabuzz,Electric,None,490,74,81,51,98,90,96,1,False
2702,65,AlakazamMega Alakazam,Psychic,None,590,57,48,61,181,86,157,1,False
2703,102,Exeggcute,Grass,Psychic,325,56,47,75,63,40,44,1,False
2704,129,Magikarp,Water,None,200,20,8,48,14,29,81,1,False
2705,77,Ponyta,Fire,None,410,53,81,58,66,62,90,1,False
2706,54,Psyduck,Water,None,320,49,43,47,66,57,58,1,False
2707,71,Victreebel,Grass,Poison,490,71,109,72,94,70,74,1,False
2708,117,Seadra,Water,None,440,49,67,94,97,51,82,1,False
2709,42,Golbat,Poison,Flying,455,78,81,77,69,59,91,1,False
2710,122,Mr. Mime,Psychic,Fairy,460,46,44,64,94,124,88,1,False
2711,32,Nidoran♂,Poison,None,273,40,50,39,46,46,52,1,False
2712,126,Magmar,Fire,None,495,75,92,49,107,87,85,1,False
2713,9,BlastoiseMega Blastoise,Water,None,630,84,102,115,137,107,85,1,False
2714,31,Nidoqueen,Poison,Ground,505,89,100,77,75,84,80,1,False
2715,151,Mew,Psychic,None,600,105,88,106,104,95,102,1,False
2716,52,Meowth,Normal,None,290,44,45,31,53,32,85,1,False
2717,131,Lapras,Water,Ice,535,130,88,83,80,92,62,1,False
2718,114,Tangela,Grass,None,435,69,55,121,94,39,57,1,False
2719,55,Golduck,Water,None,500,79,80,82,95,87,77,1,False
2720,48,Venonat,Bug,Poison,305,63,59,53,39,54,37,1,False
2721,99,Kingler,Water,None,475,59,122,116,54,48,76,1,False
2722,48,Venonat,Bug,Poison,305,65,50,43,50,56,41,1,False
2723,121,Starmie,Water,Psychic,520,58,73,94,103,81,111,1,False
2724,53,Persian,Normal,None,440,69,76,68,66,58,103,1,False
2725,68,Machamp,Fighting,None,505,93,138,82,52,89,51,1,False
2726,129,Magikarp,Water,None,200,21,9,57,19,13,81,1,False
2727,39,Jigglypuff,Normal,Fairy,270,109,47,29,39,24,22,1,False
2728,6,CharizardMega Charizard Y,Fire,Flying,634,87,100,70,170,105,102,1,False
2729,150,MewtwoMega Mewtwo Y,Psychic,None,780,103,156,63,198,120,140,1,True
2730,37,Vulpix,Fire,None,299,34,43,41,59,62,60,1,False
2731,30,Nidorina,Poison,None,365,69,57,71,47,66,55,1,False
2732,145,Zapdos,Electric,Flying,580,90,87,89,126,85,103,1,True
2733,116,Horsea,Water,None,295,37,40,70,70,14,64,1,False
2734,10,Caterpie,Bug,None,195,48,18,39,27,23,40,1,False
2735,3,Venusaur,Grass,Poison,525,78,88,82,97,95,85,1,False
2736,115,Kangaskhan,Normal,None,490,109,103,86,30,75,87,1,False
2737,15,Beedrill,Bug,Poison,395,70,86,35,47,79,78,1,False
2738,130,GyaradosMega Gyarados,Water,Dark,640,88,158,121,68,125,80,1,False
2739,103,Exeggutor,Grass,Psychic,520,102,99,83,115,68,53,1,False
2740,147,Dratini,Dragon,None,300,43,64,37,59,53,44,1,False
2741,15,Beedrill,Bug,Poison,395,58,97,49,51,72,68,1,False
2742,63,Abra,Psychic,None,310,32,25,2,100,56,95,1,False
2743,128,Tauros,Normal,None,490,72,108,95,32,69,114,1,False
2744,88,Grimer,Poison,None,325,72,73,56,49,46,29,1,False
2745,24,Arbok,Poison,None,438,55,81,57,74,83,88,1,False
2746,97,Hypno,Psychic,None,483,77,79,65,69,116,77,1,False
2747,59,Arcanine,Fire,None,555,90,115,73,93,78,106,1,False
2748,84,Doduo,Normal,Flying,310,24,86,49,37,35,79,1,False
2749,38,Ninetales,Fire,None,505,79,79,66,85,94,102,1,False
2750,149,Dragonite,Dragon,Flying,600,96,140,91,90,108,75,1,False
2751,108,Lickitung,Normal,None,385,92,63,66,68,75,21,1,False
2752,71,Victreebel,Grass,Poison,490,90,98,58,96,74,74,1,False
2753,2,Ivysaur,Grass,Poison,405,60,56,59,74,85,71,1,False
2754,126,Magmar,Fire,None,495,68,98,62,93,89,85,1,False
2755,145,Zapdos,Electric,Flying,580,95,95,79,124,93,94,1,True
2756,99,Kingler,Water,None,475,60,116,108,56,54,81,1,False
2757,130,Gyarados,Water,Flying,540,100,127,76,55,94,88,1,False
2758,43,Oddish,Grass,Poison,320,40,57,50,78,60,35,1,False
2759,72,Tentacool,Water,Poison,335,39,48,28,51,107,62,1,False
2760,51,Dugtrio,Ground,None,405,41,87,40,45,71,121,1,False
2761,103,Exeggutor,Grass,Psychic,520,102,98,78,132,62,48,1,False
2762,116,Horsea,Water,None,295,39,36,70,67,25,58,1,False
2763,87,Dewgong,Water,Ice,475,93,62,77,78,94,71,1,False
2764,28,Sandslash,Ground,None,450,72,101,108,50,54,65,1,False
2765,31,Nidoqueen,Poison,Ground,505,83,98,78,78,84,84,1,False
2766,16,Pidgey,Normal,Flying,251,49,39,32,32,34,65,1,False
2767,69,Bellsprout,Grass,Poison,300,49,82,41,64,26,38,1,False
2768,76,Golem,Rock,Ground,495,70,130,130,51,73,41,1,False
2769,36,Clefable,Fairy,None,483,107,62,77,85,90,62,1,False
2770,25,Pikachu,Electric,None,320,36,60,47,55,38,84,1,False
2771,5,Charmeleon,Fire,None,405,68,63,60,70,63,81,1,False
2772,16,Pidgey,Normal,Flying,251,44,36,35,36,39,61,1,False
2773,75,Graveler,Rock,Ground,390,54,95,116,44,50,31,1,False
2774,123,Scyther,Bug,Flying,500,62,107,81,58,85,107,1,False
2775,150,MewtwoMega Mewtwo X,Psychic,Fighting,780,103,183,99,159,99,137,1,True
2776,4,Charmander,Fire,None,309,42,51,37,61,47,71,1,False
2777,133,Eevee,Normal,None,325,51,54,51,45,57,67,1,False
2778,96,Drowzee,Psychic,None,328,58,44,49,46,91,40,1,False
2779,32,Nidoran♂,Poison,None,273,47,62,38,33,45,48,1,False
2780,118,Goldeen,Water,None,320,49,69,64,37,42,59,1,False
2781,75,Graveler,Rock,Ground,390,48,102,117,51,42,30,1,False
2782,1,Bulbasaur,Grass,Poison,318,55,53,58,45,56,51,1,False
2783,114,Tangela,Grass,None,435,64,58,123,93,41,56,1,False
2784,11,Metapod,Bug,None,205,53,18,47,30,32,25,1,False
2785,48,Venonat,Bug,Poison,305,63,48,42,41,58,53,1,False
2786,54,Psyduck,Water,None,320,47,43,50,65,55,60,1,False
2787,66,Machop,Fighting,None,305,73,79,51,42,29,31,1,False
2788,143,Snorlax,Normal,None,540,169,107,73,60,105,26,1,False
2789,143,Snorlax,Normal,None,540,164,103,65,64,122,22,1,False
2790,127,Pinsir,Bug,None,500,62,126,98,63,70,81,1,False
2791,138,Omanyte,Rock,Water,355,42,32,106,87,61,27,1,False
2792,72,Tentacool,Water,Poison,335,44,48,33,55,96,59,1,False
2793,113,Chansey,Normal,None,450,247,1,9,26,108,60,1,False
2794,127,PinsirMega Pinsir,Bug,Flying,600,56,159,117,69,89,110,1,False
2795,131,Lapras,Water,Ice,535,124,86,88,86,99,52,1,False
2796,78,Rapidash,Fire,None,500,67,108,67,79,78,101,1,False
2797,37,Vulpix,Fire,None,299,29,37,49,47,74,63,1,False
2798,102,Exeggcute,Grass,Psychic,325,60,37,76,57,41,54,1,False
2799,39,Jigglypuff,Normal,Fairy,270,116,40,17,58,26,13,1,False
2800,19,Rattata,Normal,None,253,23,56,29,40,40,65,1,False
2801,107,Hitmonchan,Fighting,None,455,48,108,81,38,108,72,1,False
2802,82,Magneton,Electric,Steel,465,57,52,102,110,71,73,1,False
2803,13,Weedle,Bug,Poison,195,48,36,20,20,17,54,1,False
2804,20,Raticate,Normal,None,413,56,75,69,49,63,101,1,False
2805,62,Poliwrath,Water,Fighting,510,95,88,95,66,95,71,1,False
2806,45,Vileplume,Grass,Poison,490,78,77,92,119,87,37,1,False
2807,143,Snorlax,Normal,None,540,164,107,57,70,116,26,1,False
2808,147,Dratini,Dragon,None,300,36,73,43,41,58,49,1,False
2809,130,GyaradosMega Gyarados,Water,Dark,640,88,150,101,80,136,85,1,False
2810,82,Magneton,Electric,Steel,465,53,52,89,126,68,77,1,False
2811,119,Seaking,Water,None,450,86,97,57,61,79,70,1,False
2812,82,Magneton,Electric,Steel,465,54,68,87,111,71,74,1,False
2813,95,Onix,Rock,Ground,385,40,42,151,40,39,73,1,False
2814,14,Kakuna,Bug,Poison,205,42,31,55,16,29,32,1,False
2815,145,Zapdos,Electric,Flying,580,92,81,85,133,88,101,1,True
2816,60,Poliwag,Water,None,300,50,57,30,33,42,88,1,False
2817,75,Graveler,Rock,Ground,390,52,105,119,39,48,27,1,False
2818,22,Fearow,Normal,Flying,442,63,97,71,54,61,96,1,False
2819,111,Rhyhorn,Ground,Rock,345,77,76,105,39,31,17,1,False
2820,115,KangaskhanMega Kangaskhan,Normal,None,590,105,128,101,60,93,103,1,False
2821,117,Seadra,Water,None,440,58,68,95,99,49,71,1,False
2822,105,Marowak,Ground,None,425,54,86,110,56,78,41,1,False
2823,56,Mankey,Fighting,None,305,36,80,39,37,38,75,1,False
2824,137,Porygon,Normal,None,395,61,57,75,95,68,39,1,False
2825,42,Golbat,Poison,Flying,455,75,76,69,72,70,93,1,False
2826,81,Magnemite,Electric,Steel,325,33,40,68,89,57,38,1,False
2827,99,Kingler,Water,None,475,62,132,120,40,51,70,1,False
2828,45,Vileplume,Grass,Poison,490,71,79,88,105,87,60,1,False
2829,49,Venomoth,Bug,Poison,450,73,66,58,85,81,87,1,False
2830,136,Flareon,Fire,None,525,72,128,63,89,114,59,1,False
2831,127,Pinsir,Bug,None,500,58,123,102,59,78,80,1,False
2832,44,Gloom,Grass,Poison,395,65,69,71,74,72,44,1,False
2833,77,Ponyta,Fire,None,410,55,90,59,53,66,87,1,False
2834,6,Charizard,Fire,Flying,534,72,95,85,103,82,97,1,False
2835,142,Aerodactyl,Rock,Flying,515,75,108,68,61,79,124,1,False
2836,24,Arbok,Poison,None,438,62,87,59,69,78,83,1,False
2837,67,Machoke,Fighting,None,405,85,92,64,48,64,52,1,False
2838,30,Nidorina,Poison,None,365,69,53,70,62,53,58,1,False
2839,55,Golduck,Water,None,500,78,83,68,95,87,89,1,False
2840,39,Jigglypuff,Normal,Fairy,270,121,43,19,42,21,24,1,False
2841,19,Rattata,Normal,None,253,22,58,42,30,40,61,1,False
2842,22,Fearow,Normal,Flying,442,64,89,56,70,56,107,1,False
2843,52,Meowth,Normal,None,290,41,33,34,47,43,92,1,False
2844,50,Diglett,Ground,None,265,20,51,25,28,39,102,1,False
2845,20,Raticate,Normal,None,413,59,89,59,45,75,86,1,False
2846,26,Raichu,Electric,None,485,66,90,44,92,81,112,1,False
2847,131,Lapras,Water,Ice,535,127,94,72,82,92,68,1,False
2848,77,Ponyta,Fire,None,410,58,82,53,63,70,84,1,False
2849,45,Vileplume,Grass,Poison,490,79,75,85,105,94,52,1,False
2850,89,Muk,Poison,None,500,104,112,78,63,96,47,1,False
2851,52,Meowth,Normal,None,290,38,49,39,37,38,89,1,False
2852,130,Gyarados,Water,Flying,540,100,130,71,49,105,85,1,False
2853,143,Snorlax,Normal,None,540,161,110,72,65,108,24,1,False
2854,5,Charmeleon,Fire,None,405,64,66,58,73,55,89,1,False
2855,32,Nidoran♂,Poison,None,273,38,68,37,50,34,46,1,False
2856,141,Kabutops,Rock,Water,495,66,123,102,59,70,75,1,False
2857,91,Cloyster,Water,Ice,525,51,97,180,84,47,66,1,False
2858,49,Venomoth,Bug,Poison,450,67,73,54,83,83,90,1,False
2859,83,Farfetch'd,Normal,Flying,352,47,64,58,62,65,56,1,False
2860,36,Clefable,Fairy,None,483,97,74,73,92,81,66,1,False
2861,5,Charmeleon,Fire,None,405,60,71,56,76,70,72,1,False
2862,27,Sandshrew,Ground,None,300,47,72,88,23,35,35,1,False
2863,140,Kabuto,Rock,Water,355,29,80,88,60,39,59,1,False
2864,147,Dratini,Dragon,None,300,37,58,40,53,53,59,1,False
2865,150,MewtwoMega Mewtwo Y,Psychic,None,780,100,151,69,197,115,148,1,True
2866,26,Raichu,Electric,None,485,58,94,49,90,78,116,1,False
2867,15,BeedrillMega Beedrill,Bug,Poison,495,77,144,31,5,89,149,1,False
2868,10,Caterpie,Bug,None,195,53,26,36,17,21,42,1,False
2869,126,Magmar,Fire,None,495,61,96,64,106,84,84,1,False
2870,132,Ditto,Normal,None,288,52,56,45,48,47,40,1,False
2871,3,VenusaurMega Venusaur,Grass,Poison,625,76,93,117,127,122,90,1,False
2872,44,Gloom,Grass,Poison,395,68,70,74,81,71,31,1,False
2873,38,Ninetales,Fire,None,505,71,75,79,83,108,89,1,False
2874,33,Nidorino,Poison,None,365,64,73,61,51,52,64,1,False
2875,55,Golduck,Water,None,500,78,91,71,87,76,97,1,False
2876,51,Dugtrio,Ground,None,405,43,70,56,47,76,113,1,False
2877,1,Bulbasaur,Grass,Poison,318,36,50,50,72,61,49,1,False
2878,73,Tentacruel,Water,Poison,515,84,62,69,72,124,104,1,False
2879,107,Hitmonchan,Fighting,None,455,39,101,82,44,107,82,1,False
2880,146,Moltres,Fire,Flying,580,94,106,83,121,80,96,1,True
2881,115,Kangaskhan,Normal,None,490,109,92,74,47,77,91,1,False
2882,48,Venonat,Bug,Poison,305,67,60,50,41,50,37,1,False
2883,36,Clefable,Fairy,None,483,86,71,71,97,93,65,1,False
2884,29,Nidoran♀,Poison,None,275,59,40,54,35,39,48,1,False
2885,79,Slowpoke,Water,Psychic,315,95,64,67,39,30,20,1,False
2886,109,Koffing,Poison,None,340,44,59,97,58,47,35,1,False
2887,121,Starmie,Water,Psychic,520,64,77,83,89,90,117,1,False
2888,110,Weezing,Poison,None,490,67,94,124,82,62,61,1,False
2889,101,Electrode,Electric,None,480,55,46,73,77,92,137,1,False
2890,52,Meowth,Normal,None,290,46,37,39,45,39,84,1,False
2891,23,Ekans,Poison,None,288,43,61,40,35,53,56,1,False
2892,3,VenusaurMega Venusaur,Grass,Poison,625,89,93,127,125,120,71,1,False
2893,37,Vulpix,Fire,None,299,48,44,35,41,66,65,1,False
2894,92,Gastly,Ghost,Poison,310,28,30,30,108,39,75,1,False
2895,128,Tauros,Normal,None,490,73,96,106,33,74,108,1,False
